ISBN10	AUTHOR
0679737995	JOHN BANVILLE
0679447954	ELLEN AKINS
0811819167	KATHLEEN ALCAL
0312203241	KATE ATKINSON
0312186886	KATE ATKINSON
0802139558	ANTONIO LOBO ANTUNES
0802139558	GREGORY RABASSA
0449911535	MARGARET ATWOOD
1563050757	R. F. LAIRD
0670693812	RONALD WRIGHT
055310943X	DEBORAH CROMBIE
0684801418	DEBORAH CROMBIE
0449001180	LINDSAY CLARKE
1594200092	RON CHERNOW
0195170342	DAVID HACKETT FISCHER
0156007533	AMIR D. ACZEL
1565926161	GEORGE REESE
0471213020	JAMES GOODWILL
0596003846	ROBERT ECKSTEIN
0596003846	J. STEVEN PERRY
0596003846	O'REILLY AUTHORS
0596005229	GEORGE REESE
0618138927	SHERRY YARD
0375727612	MARK SALZMAN
0375506160	TRACY KIDDER
1583913580	JUDITH KOLBERG
1583913580	KATHLEEN NADEAU
1886941343	MICHELE NOVOTNI PHD
1886941343	RANDY PETERSEN
0195160770	MATTHEW RESTALL
068482390X	LEONARD C. LEWIN
068482390X	VICTOR NAVASKY
014019469X	LAURENCE G. BOLDT
0965731286	GAVIN MENZIES
0060569662	LUCY GREALY
0060569662	ANN PATCHETT
076113185X	SHEILA LUKINS
0452285658	JIM HIGHTOWER
0060006765	FREDERICK TAYLOR
074323572X	PATRICK K. O'DONNELL
1585673552	HUGH THOMSON
0716732106	ROBERT M. SAPOLSKY
0375703160	ELAINE PAGELS
0684802031	STEPHEN R. COVEY
0684802031	A. ROGER MERRILL
0684802031	REBECCA R. MERRI
0812911016	KAREN ELIZABETH GORDON
0670877638	ILAN STAVANS
0425062430	JOHN COYNE
0441366104	MORGAN LLYWELYN
0671705245	JONI SEAGER
0553349481	TOM ROBBINS
0375700943	ISMAIL KADARE
0156005573	AMOS OZ
0425183270	DANIEL G. AMEN
055337821X	EDWARD M. HALLOWELL
055337821X	JOHN J. RATEY
0684801280	EDWARD M. HALLOWELL
0684801280	JOHN J. RATEY
087833209X	JONATHAN HALVERSTADT
087833209X	DANIEL AMEN
1887424377	THOM HARTMANN
1887424377	RICHARD BANDLER
1887424032	THOM HARTMANN
1887424032	JOHN J. RATEY
0684815311	KATE KELLY
0684815311	PEGGY RAMUNDO
0452279631	GABOR MATE
0876308000	KATHLEEN G. NADEU
0375701079	JOHN J. RATEY
0878339604	LYNN WEISS
080186822X	MARGARET WEISS
080186822X	LILY TROKENBERG HECHTMAN
080186822X	GABRIELLE
0878339175	LYNN WEISS
0878339795	LYNN WEISS
0802713769	SARI SOLDEN
1887424059	SARI SOLDEN
0785812814	EDGAR ALLAN POE
0785812814	LISA LIPKIN
1887424520	THOM HARTMANN
1887424520	PETER JAKSA
1887424520	LUCY JO PALLADINO
0140262156	MARIO VARGAS LLOSA
0140262156	EDITH GROSSMAN
0140283595	MARIO VARGAS LLOSA
0140283595	EDITH GROSSMAN
0879518340	RICHARD ZIMLER
0375407561	SÁNDOR MÁRAI
0375407561	CAROL BROWN JANEWAY
0451208188	DANIEL SILVA
044900371X	SUSAN ORLEAN
081664179X	SENATOR PAUL WELLSTONE
0451211103	SUE BOGGIO
0451211103	MARE PEARL
1568581491	SCOTT WESTERFELD
0743422082	IAIN PEARS
0425177424	IAIN PEARS
0425173585	IAIN PEARS
0425168956	IAIN PEARS
0385491026	MARGARET ATWOOD
0140441131	NIKOLAI GOGOL
0140441131	DAVID MAGARSHACK
0451523881	FYODOR DOSTOYEVSKY
0451523881	CONSTANCE GARNETT
0451523881	MANUEL KOMROF
0451513355	CHARLES DICKENS
0449208109	CHINUA ACHEBE
014044470X	ANTON CHEKHOV
014044470X	RONALD WILKS
093831713X	LISA SANDLIN
0918273420	CONSTANCE URDANG
0767901592	LINDA JAIVIN
0440211697	SUSAN KAY
0679727248	VLADIMIR NABOKOV
0679724508	VLADIMIR NABOKOV
0151002584	ANDREW MILLER
0451407229	SUSANNA MOORE
0030037166	PHILIP ROTH
0671567659	VONDA N. MCINTYRE
055356921X	DIANNE DAY
0802134580	CHRISTOPH RANSMAYR
0140143491	MARIO VARGAS LLOSA
0140143491	HELEN LANE
0345423607	ALICE BORCHARDT
0380715430	BILL BRYSON
0553253905	NATHAN PRITIKIN
0140106464	JONATHAN GASH
0840790813	JERRY JOHNSTON
0060191015	GWEN MACSAI
1877741094	RAY BRADBURY
0030419964	PATRICIA L GARFIELD
0399150749	AMY TAN
0380804883	PEARL CLEAGE
0449219232	BHARATI MUKHERJEE
0898152399	STEVEN PHILLIPS
1877988235	PAULA BEGOUN
0553227750	JEAN AUEL
0525946896	KEN FOLLETT
0671023411	NAN MCCARTHY
0671023403	NAN MCCARTHY
067102339X	NAN MCCARTHY
039913929X	BEBE MOORE CAMPBELL
156138450X	CAROL SALINE
156138450X	SHARON J. WOHLMUTH
0312997108	KEN KAISER
0312997108	DAVID FISHER
0764534238	RUTH MARAN
0380732130	ZACHARY LAZAR
1879682737	BATHROOM READERS' INSTITUTE
1879682699	BATHROOM READERS' INSTITUTE
1879682656	BATHROOM READERS' INSTITUTE
0809225050	DON WADE
0809225050	NANCY LOPEZ
0786888911	EDITORS OF DON'T SWEAT PRESS
0425180034	VICTORIA HOUSTON
0446364495	ROBERT JAMES WALLER
0811831310	JOSHUA PIVEN
0811831310	DAVID BORGENICHT
0811831310	BRENDA BROWN
006109286X	JAMES GRIPPANDO
0806972742	LOUIS S. SCHAFER
0806972742	ELISE CHANOWITZ
0836218426	GARY LARSON
0679311149	WALTER GRETZKY
0061030848	JOANNE PENCE
1575001438	MARK BURNETT
1575001438	MARTIN DUGARD
0553150510	ROALD DAHL
0590907239	ALISON GOLD
157145697X	THE BATHROOM READERS' HYSTERICAL SOCIETY
1571454942	BATHROOM READERS' INSTITUTE
1571456988	BATHROOM READERS' INSTITUTE
1551053020	BARBARA SMITH
1551053020	ARLANA ANDERSON-HALE
0919433820	ROBIN BOVEY
0919433820	EWA PLUCIENNIK
1551051737	CHRIS C. FISHER
1551051737	JOHN ACORN
1551051737	GARY ROSS
0451457994	ARTHUR C. CLARKE
0740713930	JERRY SCOTT
0740713930	RICK KIRKMAN
0375756663	PETER GREENBERG
0793559847	HAL LEONARD CORP.
1858283329	D. V. GLASS
0743403541	MICHAEL LEDWIDGE
0312978588	HOLDEN SCOTT
0380788438	EUGENE IZZI
0740726765	JIM TOOMEY
006052510X	WILL FERGUSON
0451409361	MARTHA GRIMES
0941263177	JAKE VEST
078689007X	RIDLEY PEARSON
0356105180	MICHELLE BERRIEDALE-JOHNSON
0740704540	BILL AMEND
002862615X	ARTHUR FROMMER
0670886610	TIM LOTT
0785340467	CONSUMER GUIDE EDITORS
185326119X	RUDYARD KIPLING
0233997660	KEITH FAULKNER
0451528654	ANNA SEWELL
0451528654	LUCY GREALY
0064400034	LAURA INGALLS WILDER
0064400034	GARTH WILLIAMS
089009683X	KENNETH GRAHAME
0333493427	GRAHAM OAKLEY
0333493389	GRAHAM OAKLEY
0753451131	AMANDA O'NEILL
1577490185	BOB KEESHAN
1577490177	BOB KEESHAN
0753452243	SAM MCBRATNEY
1552633845	DENNIS LEE
1550372289	MICHAEL KUSUGAK
1550372289	VLADYANA KRYKORKA
1550372556	ROBERT N. MUNSCH
1550372556	HELENE DESPUTEAUX
0786822864	WILLIAM WEGMAN
0786804106	WILLIAM WEGMAN
0679864415	MOLLY COXE
086611873X	LEWIS CARROLL
0394800168	DR. SEUSS
0064441555	PEGGY PARISH
0064441555	FRITZ SIEBEL
0316813079	JOAN STEINER
0679892478	DR. SEUSS
0694003611	MARGARET WISE BROWN
0694003611	CLEMENT HURD
0525444440	A. A. MILNE
0525444440	ERNEST H. SHEPARD
014036739X	E. NESBIT
014036739X	H. R. MILLAR
1853261246	EDITH NESBIT
0394829131	DR. SEUSS
0920236936	ROBERT N. MUNSCH
0920236936	SUZANNE DURANCEAU
0525444459	A. A. MILNE
0525444459	ERNEST H. SHEPARD
0525444467	A. A. MILNE
0525444467	ERNEST H. SHEPARD
2070728951	PHILIPPE SOLLERS
2012002439	CHRISTINE NÖSTLINGER
2012002439	CLAIRE LE GRAND
2070357023	PASCALE DE BOURGOING
2253076252	ARTURO PEREZ-REVERTE
2253006181	PEARL BUCK
2908957515	LYGIA FAGUNDES TELLES
2070412741	PIERRE ASSOULINE
2266070592	J.R.R. TOLKIEN
2266070606	J.R.R. TOLKIEN
207042314X	JULIO CORTÁZAR
207042314X	LAURE GUILLE-BATAILLON
2070422070	JOSEPH KESSEL
2070422097	IAN MACEWAN
2070425533	KENZABURO OÉ
2070425533	MARC MÉCRÉANT
2070422089	SHE LAO
2070425509	ROMAIN GARY
2070408019	JONQUET
2856164129	CHAMPION/JEANNE
2226001344	JACQUES CHARON
2070369390	CLAIRE ETCHERELLI
2742718737	ZOÉ VALDÉS
2879293073	NIALL GRIFFITHS
2879293073	ALAIN DEFOSSÉ
2253005266	STENDHAL
2253005266	VICTOR DEL LITTO
2253028274	NAVARRE
2253046701	JACQUES HIGELIN
2253002933	HERMANN HESSE
2253002933	ALEXANDRA CADE
2290303097	NICOLAS REY
2253002887	OSCAR WILDE
2020349140	HARUKI MURAKAMI
2258047803	BILL WATTERSON
222889401X	NICOLAS BOUVIER
207070906X	JEAN RHYS
2070386902	VLADIMIR VLADIMIROVICH NABOKOV
2070386902	DONALD HARPER
2070386902	JEAN-
2264027312	AGUEEV M
2070370003	RAYMOND QUENEAU
057120631X	DARREN ARONOFSKY
2070425479	GUILLAUME APOLLINAIRE
2869596103	DANIÈLE ROTH
2253010693	GUSTAVE FLAUBERT
2910686078	PERROS GEORGES
2258047811	BILL WATTERSON
2070377199	HENRI VINCENOT
2253056383	NAVARRE
2253047848	NAVARRE
2253040940	PIERRE CORNEILLE
2253040940	ALAIN COUPRIE
2846710457	FRANÇOIS DAGOGNET
2738112420	JOHN D. BAROW
273810858X	CHRISTOPHE ANDRÉ
273810858X	FRANÇOIS LELORD
2843040612	ALINA REYES
2070764702	ARUNDHATI ROY
2746500582	MICHEL SERRES
2264035951	MARGARET ATWOOD
2264035951	MICHÈLE ALBARET-MAATSCH
2020301016	AGOTA KRISTOF
2020259109	ITALO CALVINO
2070373630	RAYMOND QUENEAU
2264027789	ANTONIO TABUCCHI
2020479915	JOHN LE CARRÉ
2070422135	DIDIER DAENINCKX
2070423530	THÉOPHILE GAUTIER
2253004014	CHODERLOS DE LACLOS
2070400557	JORGE SEMPRUN
2253051209	AMIN MAALOUF
2869309651	STÉFAN ZWEIG
2869309651	SIGMUND FREUD
2869309651	HANS-ULRICH LINDKEN
2253043982	ELISABETH BADINTER
2020309610	CORMAC MCCARTHY
2264034769	ITALO CALVINO
2867447763	CAMILLE LAURENS
2070371700	ALBERT COHEN
2742740945	CHI LI
2742740945	ANGEL PINO
2742740945	SHAO BAOQING
2742706372	MICHEL TREMBLAY
2020067447	HEBERT
2070376702	JEAN-MARIE GUSTAVE LE CLÉZIO
2070368726	JEAN GIONO
2070322793	BRETON
2070324303	FRIEDRICH NIETZSCHE
2070324303	GIORGIO COLLI
2070324303	MAZZINO MONTINAR
2070362841	FRANZ KAFKA
2070372162	HERMAN MELVILLE
2020126540	GEORGES PEREC
270731028X	JEAN-PHILIPPE TOUSSAINT
2213006180	TOSHIHIKO IZUTSU
2707301108	JACQUES BOUVERESSE
202005924X	REEVES HUBERT
2707126934	PIERRE LEVY
2707126926	BRUNO LATOUR
2020088959	MARTIN GARDNER
2020325276	DELMAS-MARTY MIREILL
273810228X	JEAN-PIERRE OLIÉ
2738104134	FRANÇOIS LELORD
2738104134	CHRISTOPHE ANDRÉ
2738102158	BORIS CYRULNIK
286930756X	COLLECTIF
286930756X	J.-D. NASIO
0684803534	SHERRY TURKLE
2904299106	ANNE ANCELIN SCHÜTZENBERGER
2253150371	STEPHEN KING
207071781X	GEORGES PERROS
225306386X	FRIEDRICH NIETZSCHE
225306386X	MARC SAUTET
284205007X	HERMANN HESSE
284205007X	LYS FLOWERDAY
274272494X	NANCY HUSTON
2742730486	NANCY HUSTON
2715219512	DENIS DIDEROT
2070378411	RENÉ BARJAVEL
2290303054	MICHEL HOUELLEBECQ
2070388638	LOUIS CALAFERTE
2070409848	MARIE DARRIEUSSECQ
2020309629	CORMAC MCCARTHY
2070385698	JAMES JOYCE
2070385698	JACQUES AUBERT
2070385698	LUDMILA
2020374277	FRANCK DAN
2020403412	LYDIE SALVAYRE
2020352850	LYDIE SALVAYRE
229030879X	VIRGINIE DESPENTES
2020551306	CATHERINE MILLET
207037467X	ROMAIN GARY
2070362426	ROMAIN GARY
2867446821	EMMANUEL CARRÈRE
2264024976	HENRY DAVID THOREAU
2264024976	MICHEL GRANGER
2264024976	SOPHIE ROCHEFOR
2221078306	MARIE DE HENNEZEL
2842050525	ALFRED JARRY
2266064975	FRANÇOISE REY
207038781X	LOVECRAFT
2746500655	MICHEL SERRES
2070400867	CHARLES JULIET
2844120644	MICHEL QUINT
2020395886	CLEMENT
2253012556	FRANÇOIS-RENÉ DE CHATEAUBRIAND
2020068079	PIRSIG
2260012078	MICHEL SERRES
2876860791	MICHEL SERRES
2876860414	MICHEL SERRES
2876860783	MICHEL SERRES
2876860783	BRUNO LATOUR
2876860031	MICHEL SERRES
2082115178	MICHEL SERRES
208211533X	MICHEL SERRES
208211533X	HONORÉ DE BALZAC
2246275512	MICHEL SERRES
2246334314	MICHEL SERRES
2707303208	MICHEL SERRES
2020385856	ANNIE FRANÇOIS
2869304870	DAVID LODGE
2070372391	ALFRED DÖBLIN
2070372391	PIERRE MAC ORLAN
2070374556	YUKIO MISHIMA
2070374556	RENÉE VILLOTEAU (TRADUIT DE L'ANGLAI
2070377865	PHILIPPE SOLLERS
2070363511	MALCOLM LOWRY
2070386023	ARTO PAASILINNA
2070386023	ANNE COLIN DU TERRAIL
224648751X	MICHEL ONFRAY
2742720073	CHI LI
2742720073	SHAO BAOQING
2070360784	ALBERT CAMUS
2070419584	ALESSANDRO BARICCO
2070419584	FRANÇOISE BRUN
2070378233	MARIO VARGAS LLOSA
2742714448	RUSSELL BANKS
2743608846	LODGE
2246616115	SHAN SA
2070393453	WILLIAM STYRON
2070393453	MAURICE RAMBAUD
2290053945	NANCY HUSTON
2290053945	LEÏLA SEBBAR
2742718877	NANCY HUSTON
2742722688	NANCY HUSTON
2844121152	MICHEL QUINT
2742713352	ALICE FERNEY
2912517168	T CHEVALIER
2070767000	PIERRE PÉJU
2070757811	MARIE NIMIER
2210422701	ALAIN DUCHESNE
2210422701	THIERRY LEGUAY
2742727329	BAHIYYIH NAKHJAVANI
2743608765	DAVID LODGE
220725092X	ARTO PAASILINNA
220725092X	ANNE COLIN DU TERRAIL
2867449375	CAMILLE LAURENS
2226116745	ERIC-EMMANUEL SCHMITT
2226116494	JEAN-CHRISTOPHE GRANGÉ
2867447143	BOBER R
2842630254	ANNA GAVALDA
2742722629	PAUL AUSTER
2742722629	CHRISTINE LE BOEUF
2742701729	PAUL AUSTER
2742701729	CHRISTINE LE BOEUF
2868699529	RAYMOND JEAN
2742700064	ROY LEWIS
2742728759	ALICE FERNEY
2742734929	JEAN-PIERRE GÉRAULT
2742734929	ALAIN PIERROT
2070417611	DOMINIQUE BONA
2070408957	CAMILLE LAURENS
2070408582	LUC LANG
2266062344	LARRY COLLINS
2020385805	MAXENCE FERMINE
2070714489	VINCENT VAN GOGH
2070714489	PASCAL BONAFOUX
2020257785	JOHN IRVING
2020062143	PANCOL
2868698921	PAUL AUSTER
2868698921	CHRISTINE LE BOEUF
222613624X	JEAN-CHRISTOPHE GRANGÉ
2020375060	OLIVIER ROLIN
2020490668	HUBERT MINGARELLI
2070301028	TONINO BÉNACQUISTA
2070259811	MARIO VARGAS LLOSA
2228128007	NANCY HUSTON
2869305583	DAVID LODGE
2869304560	DAVID LODGE
2869302940	AMBROSE BIERCE
2743603291	LODGE
2253151017	FRANÇOIS CHENG
2742723951	NANCY HUSTON
2742708715	NANCY HUSTON
2742701826	NANCY HUSTON
2742717730	NANCY HUSTON
2742743510	NANCY HUSTON
2070757625	DAI SIJIE
2070422437	ERRI DE LUCA
2070422437	DANIÈLE VALIN
2070414167	P. PEJU
0812590465	FRED SABERHAGEN
0807511455	GERTRUDE CHANDLER WARNER
080751604X	GERTRUDE CHANDLER WARNER
0807554065	GERTRUDE CHANDLER WARNER
0807554065	CHARLES TANG
0807528552	GERTRUDE CHANDLER WARNER
0807510793	GERTRUDE CHANDLER WARNER
0807553980	GERTRUDE CHANDLER WARNER
0807553689	GERTRUDE CHANDLER WARNER
0807553859	GERTRUDE CHANDLER WARNER
0807531782	GERTRUDE CHANDLER WARNER
0807553670	GERTRUDE CHANDLER WARNER
0807553670	DAVID CUNNINGHAM
0807507091	GERTRUDE CHANDLER WARNER
0807507091	DAVID CUNNINGHAM
0807507946	GERTRUDE CHANDLER WARNER
0807507946	DIRK GRINGHUIS
0807551414	GERTRUDE CHANDLER WARNER
0807551414	DIRK GRINGHUIS
0807576743	GERTRUDE CHANDLER WARNER
0807576743	MARY GEHR
0807576239	GERTRUDE CHANDLER WARNER
0807576239	CHARLES TANG
0807554189	GERTRUDE CHANDLER WARNER
0807554014	GERTRUDE CHANDLER WARNER
0807553948	GERTRUDE CHANDLER WARNER
0807553395	GERTRUDE CHANDLER WARNER
0807565350	GERTRUDE CHANDLER WARNER
0807503193	GERTRUDE CHANDLER WARNER
0807553794	GERTRUDE CHANDLER WARNER
0807503673	GERTRUDE CHANDLER WARNER
0807515604	GERTRUDE CHANDLER WARNER
0807509760	GERTRUDE CHANDLER WARNER
0807509760	DAVID CUNNINGHAM
0807553727	GERTRUDE CHANDLER WARNER
0807553727	DAVID CUNNINGHAM
0807580872	GERTRUDE CHANDLER WARNER
0807580872	DAVID CUNNINGHAM
080757516X	GERTRUDE CHANDLER WARNER
080757516X	DAVID CUNNINGHAM
0807572632	GERTRUDE CHANDLER WARNER
0807572632	DAVID CUNNINGHAM
0807534137	GERTRUDE CHANDLER WARNER
0807534137	DAVID CUNNINGHAM
0590494465	R. L. STINE
0590568930	R. L. STINE
0590047116	MICHAEL-ANNE JOHNS
1561441279	DONNA; DONNA UNANGST UNANGST
1561441279	BOB FELDGUS (DESIGN)
0590479083	PARKER C. HINTER
0590479083	MICHAEL S. TEITELBAUM
0590479075	PARKER C. HINTER
0590479075	MICHAEL S. TEITELBAUM
0061067563	MEL GILDEN
0061061468	MEL GILDEN
0205086802	GERALD LEINWAND
039489118X	DANIEL J. BOORSTIN
039489118X	RUTH F. BOORSTIN
0385174837	ARTHUR WALDHORN
0385174837	ARTHUR ZEIGER
0441007740	ELAINE BERGSTROM
0965072444	DENNY SARGENT
0451404432	CARIN RAFFERTY
0553282123	DINA R. JEWELL
0842317112	EDYTHE DRAPER
0380762609	JOHANNA LINDSEY
0440237009	DANIELLE STEEL
0310214599	BEN CARSON  M.D.
0671749412	DANIELLE STEEL
0440186560	DANIELLE STEEL
0440184053	DANIELLE STEEL
0440185327	DANIELLE STEEL
0440217547	DANIELLE STEEL
0515115630	LAVYRLE SPENCER
0671667653	SELLERS
0449132307	BEVERLY BYRNE
055357602X	SANDRA BROWN
0451196716	STEPHEN KING
0451196716	RICHARD BACHMAN
0671533983	ANDREW MORTON
0312963173	WINIFRED ELZE
1551662779	TAYLOR SMITH
1551668181	TAYLOR SMITH
1551660482	TAYLOR SMITH
1551661551	TAYLOR SMITH
0451201744	BENTLEY LITTLE
0515090166	LILIAN JACKSON BRAUN
0515087947	LILIAN JACKSON BRAUN
0453004687	STEPHEN KING
0453004687	RICHARD BACHMAN
067103975X	STEPHEN KING
0670868361	STEPHEN KING
0452262143	STEPHEN KING
0452262143	PHIL HALE
0451167805	STEPHEN KING
0451132378	STEPHEN KING
0451190564	STEPHEN KING
0451190556	STEPHEN KING
0140258574	STEPHEN KING
055357227X	JONATHAN KELLERMAN
055329170X	JONATHAN KELLERMAN
0425174271	JOHN SANDFORD
039914613X	JOHN SANDFORD
0399143823	JOHN SANDFORD
0849936373	SIGMUND BROUWER
0679873066	CAROL ELLIS
0425126064	JOHN SANDFORD
0765191121	PATRICIA CORNWELL
0446328413	JAMES KAHN
0440986524	S.E. HINTON
0590440012	JACK LONDON
1551664313	TAYLOR SMITH
0590443305	DIANE HOH
0671002937	R. L. STINE
0061061573	T. S. RUE
0743475488	LINDA HOWARD
0061042935	LISA SCOTTOLINE
0778320057	CHRISTIANE HEGGAN
0425189864	JOHN SANDFORD
0451202287	LESLIE GLASS
0821766775	SUSAN ANDERSEN
0451168623	JONATHAN KELLERMAN
0451176898	LILIAN JACKSON BRAUN
0451176898	P.G. WODEHOUSE
0451176898	ELLIS PETERS
0451176898	C
0595129838	MARY LOU PODLASIAK
0965735974	A.M. HOMES
0151002908	MONICA STRAUSS
1564145549	RICHARD ROEPER
0375703845	BRET EASTON ELLIS
3821834250	FRIEDRICH KUR
3499105810	JEAN-PAUL SARTRE
3499105810	ULI AUMÜLLER
3499133164	JEAN-PAUL SARTRE
3499133164	TRAUGOTT KÖNIG
3499133164	HAN
3404241185	ROBERT A. HEINLEIN
3404232011	ROBERT A. HEINLEIN
3404232011	WOLFGANG NEUHAUS
0300084730	JOHN VON NEUMANN
3596124433	FRANZ KAFKA
3499193140	DIETRICH DÖRNER
3548346839	ALBERT EINSTEIN
3548346839	CARL SEELIG
0140231943	PAUL DAVIES
346202731X	ERICH MARIA REMARQUE
3518115243	JAMES JOYCE
3518115243	KLAUS REICHERT
3518115243	FRITZ SE
3453099826	DOUGLAS ADAMS
3453099826	JOHN LLOYD
3453099826	SVEN BÖTTCHER
3404242866	ROBERT A. HEINLEIN
1857984986	HARRY HARRISON
3423123877	CHARLES BUKOWSKI
3423123877	CARL WEISSNER
3423002565	HEINRICH MANN
3492224431	WALTER KRÄMER
0380708213	JOE HALDEMAN
006080985X	ALDOUS HUXLEY
3453173309	TERRY PRATCHETT
3453173309	IAN STEWART
3453173309	JACK COHEN
3423124288	HERBERT G. WELLS
3404242386	LARRY NIVEN
3404231910	ROBERT A. HEINLEIN
3453164105	WILLIAM GIBSON
3453164156	URSULA K. LE GUIN
3453164121	RAY BRADBURY
3453164121	BRIAN W. ALDISS
3453164180	ALFRED BESTER
3404232208	ROBERT A. HEINLEIN
345316413X	ANTHONY BURGESS
349922271X	ROBERT SHEA
349922271X	ROBERT A. WILSON
3499122146	ALEXANDER SOLSCHENIZYN
3499122146	ANNA PETURNIG
3499122146	ERNST WALTER
3453164164	DAVID BRIN
3817132336	PIERRE S. DE LAPLACE
3817132336	R. VON MISES
3453164199	WALTER M. MILLER
3453164199	CARL AMERY
3453164199	JÜRGEN SAUPE
3453164113	PHILIP K. DICK
3404242750	ROBERT A. HEINLEIN
3423301244	RÜDIGER SCHMIDT
3499110008	JEAN-PAUL SARTRE
3499110008	HANS MAYER
0861300238	CHARLES PLATT
3518102079	BERTRAND RUSSELL
3518102079	EBERHARD BUBSER
3499142813	HARPER LEE
3499142813	CLAIRE MALIGNON
3423300205	WILHELM WEISCHEDEL
0898705525	G. K. CHESTERTON
3492200133	KARL JASPERS
3506500104	KONSTANTIN RÖSCH
3506500104	J. KAPISTRAM BOTT
0062732765	EDWIN A. ABBOTT
3150090342	HERBERT GEISEN
3453092414	ALAN LIGHTMAN
0253306752	JEAN AMERY
0691024170	RICHARD P. FEYNMAN
0140261494	DAVID WELLS
0140296085	RICHARD CURTIS
0140296085	BEN ELTON
0140296085	ROWAN ATKINSON
0140296085	JOHN LLOYD
0094660409	VICTOR SEREBRIAKOFF
3518392573	H. P. LOVECRAFT
3518392573	MICHAEL WALTER
3492221661	RICHARD P. FEYNMAN
3492200540	KARL JASPERS
3492221009	PAUL WATZLAWICK
3880598800	FREDERICK BODMER
3423202068	HANSWILHELM HAEFS
0262560038	RICHARD FEYNMAN
0521777526	EDWARD M. REINGOLD
0521777526	NACHUM DERSHOWITZ
0471404217	DUNCAN STEEL
3518276255	THOMAS S. KUHN
3518276255	KURT SIMON
3518276255	HERMANN VETTER
0060901918	ALDOUS HUXLEY
0375706348	JESSE SHEIDLOWER
3379015776	SIBYLLE BERG
3458329072	NICCOLÒ MACHIAVELLI
3458329072	FRIEDRICH VON OPPELN-BRONIKOWS
3423120398	UMBERTO ECO
3423120398	BURKHART KROEBER
345504431X	ALAN LIGHTMAN
345504431X	FRIEDRICH GRIESE
3821839171	GERT POSTEL
382183594X	CHRISTOPH NEUMANN
0201150255	RICHARD P. FEYNMAN
342330426X	DOUGLAS R. HOFSTADTER
3608917586	DOUGLAS R. HOFSTADTER
3608917586	THE FLUID RESEARCH GROUP
3608917586	ULR
3776621923	KARL LEOPOLD VON LICHTENFELS
0674637526	CHARLES DARWIN
3520377020	NICCOLO MACHIAVELLI
3520377020	RUDOLF ZORN
3257700474	FRANZ KAFKA
0965139808	VOY SOBON
0394733525	NORTON JUSTER
3426774291	ROBERT RAU
3817134010	DAVID HILBERT
3596259347	HEINRICH MANN
3379001252	VICTOR KLEMPERER
351818802X	HERMANN HESSE
3150096561	KONFUZIUS
3150096561	R MORITZ
351838922X	H. P. LOVECRAFT
351838922X	MICHAEL KOSELER
3518371703	ARKADI STRUGATZKI
3518371703	BORIS STRUGATZKI
3518371703	ALJONNA MÖCKEL
3518384465	ARKADI STRUGATZKI
3518384465	BORIS STRUGATZKI
3518384465	ERIKA PIETRASS
3518389521	ARKADI STRUGATZKI
3518389521	BORIS STRUGATZKI
3518389521	HERMANN BUCHNER
0553293354	ISAAC ASIMOV
3404230663	ISAAC ASIMOV
3404241134	ISAAC ASIMOV
3404241134	BARBARA HEIDKAMP
3404241134	JÜRGEN SAUPE
3453025652	ARTHUR C. CLARKE
351838645X	STANISLAW LEM
351838645X	HANNA ROTTENSTEINER
3518377663	STANISLAW LEM
3518377663	FRIEDRICH GRIESE
3518396749	STANISLAW LEM
3518396749	HUBERT SCHUMANN
3518372297	STANISLAW LEM
3518372297	CHARLOTTE ECKERT
3518372297	JUTTA JANKE
3518372297	KLAUS S
3518386999	STANISLAW LEM
3518383906	STANISLAW LEM
3518383906	HANNA ROTTENSTEINER
3518370707	STANISLAW LEM
3518370707	KLAUS STAEMMLER
3518372408	STANISLAW LEM
351839293X	STANISLAW LEM
351839293X	CAESAR RYMAROWICZ
3518368567	STANISLAW LEM
3518368567	IRMTRAUD ZIMMERMANN-GÖLLHEIM
3518380745	STANISLAW LEM
3518380745	HUBERT SCHUMANN
3518374559	STANISLAW LEM
3518374559	EDDA WERFEL
3492213472	RICHARD P. FEYNMAN
3492226221	RÜDIGER NEHBERG
3492226221	MECHTHILD HORN
3492227171	RÜDIGER NEHBERG
0672604043	DAVID HUME
0672604043	NORMAN KEMP SMITH
3787311556	DAVID HUME
3787311556	JENS KULENKAMPFF
3423122870	UMBERTO ECO
3423122870	BURKHART KROEBER
3499196654	GERO VON RANDOW
3446163670	CARL FRIEDRICH VON WEIZSÄCKER
3492230555	RÜDIGER NEHBERG
3746655153	VICTOR KLEMPERER
3746655153	GÜNTER. JÄCKEL
3499195356	GERO VON RANDOW
3442115361	WOLF SCHNEIDER
3442115361	LUIS MURSCHETZ
080213422X	JERZY KOSINSKI
0738203491	RICHARD P. FEYNMAN
0060900075	ALDOUS HUXLEY
3499609339	CHRISTOPH DRÖSSER
349960728X	CHRISTOPH DRÖSSER
344275500X	DANIEL JONAH GOLDHAGEN
344275500X	KLAUS KOCHMANN
3426606488	SALMAN RUSHDIE
3492049885	PAUL WATZLAWICK
0345430727	ARTHUR C. CLARKE
0376011831	SUNSET PUBLISHING STAFF
0553375334	HOWARD-YANA SHAPIRO PH.D.
0553375334	JOHN HARRISSON
1879159376	PAUL FERRINI
1880281139	NK LAWN AND GARDEN
0943574447	MIMI DIETRICH
0764551418	JANET SOBESKY
086573190X	CREATIVE PUBLISHING INTERNATIONAL
